# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -710.00000000 ps, Average over 5000 waveforms. Timestamp: 2023-11-21T14:56:41
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-686.98286731	-0.40975759
-686.94953397	-0.35036209
-686.91620064	-0.27984170
-686.88286731	-0.20109553
-686.84953397	-0.11718071
-686.81620064	-0.03143690
-686.78286731	0.05297981
-686.74953398	0.13278662
-686.71620064	0.20509034
-686.68286731	0.26730186
-686.64953398	0.31718722
-686.61620064	0.35322576
-686.58286731	0.37407680
-686.54953398	0.37954586
-686.51620064	0.36950710
-686.48286731	0.34487014
-686.44953398	0.30678759
-686.41620064	0.25712724
-686.38286731	0.19814797
-686.34953398	0.13247381
-686.31620065	0.06287531
-686.28286731	-0.00760112
-686.24953398	-0.07607320
-686.21620065	-0.13941950
-686.18286731	-0.19516874
-686.14953398	-0.24102738
-686.11620065	-0.27508883
-686.08286731	-0.29598682
-686.04953398	-0.30306704
-686.01620065	-0.29625420
-685.98286731	-0.27626092
-685.94953398	-0.24416647
-685.91620065	-0.20185070
-685.88286732	-0.15135050
-685.84953398	-0.09529239
-685.81620065	-0.03651925
-685.78286732	0.02210968
-685.74953398	0.07800399
-685.71620065	0.12852163
-685.68286732	0.17126698
-685.64953398	0.20444986
-685.61620065	0.22667093
-685.58286732	0.23717968
-685.54953399	0.23569947
-685.51620065	0.22246797
-685.48286732	0.19838552
-685.44953399	0.16487242
-685.41620065	0.12367923
-685.38286732	0.07699721
-685.34953399	0.02724665
-685.31620065	-0.02305310
-685.28286732	-0.07139113
-685.24953399	-0.11533192
-685.21620065	-0.15282389
-685.18286732	-0.18204109
-685.14953399	-0.20151649
-685.11620066	-0.21041437
-685.08286732	-0.20858125
-685.04953399	-0.19620466
-685.01620066	-0.17416516
-684.98286732	-0.14386888
-684.94953399	-0.10702369
-684.91620066	-0.06566742
-684.88286732	-0.02219073
-684.84953399	0.02113386
-684.81620066	0.06196581
-684.78286732	0.09821500
-684.74953399	0.12803625
-684.71620066	0.15001696
-684.68286733	0.16308071
-684.64953399	0.16683385
-684.61620066	0.16123408
-684.58286733	0.14675835
-684.54953399	0.12448690
-684.51620066	0.09563433
-684.48286733	0.06209179
-684.44953399	0.02578417
-684.41620066	-0.01131019
-684.38286733	-0.04697222
-684.34953399	-0.07929790
-684.31620066	-0.10631252
-684.28286733	-0.12684638
-684.24953400	-0.13960064
-684.21620066	-0.14413768
-684.18286733	-0.14022933
-684.14953400	-0.12825520
-684.11620066	-0.10913671
-684.08286733	-0.08403351
-684.04953400	-0.05464287
-684.01620066	-0.02274993
-683.98286733	0.00986461
-683.94953400	0.04097079
-683.91620066	0.06896108
-683.88286733	0.09216272
-683.84953400	0.10929382
-683.81620067	0.11945492
-683.78286733	0.12205904
-683.74953400	0.11726322
-683.71620067	0.10523438
